id,submitter_id,image_id,identifier,title,description,dataset_size,ftp_site,upload_status,excelfile,excelfile_md5,publication_date,modification_date,publisher_id,token,fairnuse,curator_id,manuscript_id,handing_editor,
1,1,1,100043,Bisulfite-PCR combined with cloning Sanger sequencing data for validating DNA methylation level in <em>Trichinella spiralis</em>.,"<em>Trichinella spiralis</em> is the smallest nematode parasite of humans and is also infectious in the rat, pig and bear species. Responsible for the disease trichinosis, it is often referred to as the “pork worm” due to infection usually being caused by the consumption of undercooked pork products. Adults mature in the intestines of an intermediate host, and each female produces batches of larvae that bore through the intestinal wall and the lymphatic system. They are then carried to striated muscle where they encyst.
To date 5&#39;-cytosine methylation (5mC) has not been reported in <em>Caenorhabditis elegans</em>, and using ultra-performance liquid chromatography/tandem mass spectrometry (UPLC-MS/MS) the existence of DNA methylation in <em>T. spiralis</em> was detected, making it the first 5mC reported in any species of nematode. Technological advances now enable the high-resolution detection of 5&#39;-cytosine methylation, providing a stronger basis for examining the role of DNA methylation in eukaryotic genomes such as these. 
Using MethylC-seq, here we present the first comprehensive study that confirms the existence of DNA methylation in the parasitic nematode, <em>T. spiralis</em> and we characterised the methylomes during the three life-cycle stages of this food-borne infectious parasite of humans. We generated 61.65, 23.52 and 55.77 million raw reads, almost all of which (96.36%, 91.30% and 99.27%, respectively) were able to be aligned to the <em>T. spiralis</em> reference sequence, yielding 2.91, 1.05 and 2.71 Gb of DNA sequence data for the three life-cycle stages. To further validate the DNA methylation level we randomly selected genomic regions and performed Bisulfite-PCR combined with cloning Sanger sequencing. This additional data further supports the existence of DNA methylation in the parasitic nematode, <em>T. spiralis</em>.",348160,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100043/,Published,GigaDBUploadForm_ParasiticNematode.xls,4968b6a3df8e2f82030d98be10bbfdbf,2012-10-08,,1,,,,,
2,2,2,100016,Genomic data from the potato. ,"Available here is the genome of the potato (<em>Solanum tuberosum</em> L.), the first genome sequenced from the asterid clade.  Potato is a member of the Solanaceae, a plant family that includes many other economically important species, such as tomato, petunia, eggplant, tobacco, and pepper.  As the potato is both clonally propagated and the world;s most important non-grain food crop, its genome is a valuable agricultural resource.
The Potato Genome Sequencing Consortium sequenced two species: the heterozygous diploid <em>S. tuberosum</em> Group Tuberosum cultivar, RH89-039-16 (RH), and the doubled monoploid <em>S. tuberosum</em> Group Phureja clone DM1-3 516R44 (DM).  The potato genome consists of 12 chromosomes, of which over 80% of the homozygous clone’s 844-megabase genome were assembled.  Genome analysis revealed evidence of at least two genome duplication events and identified a number of asterid-specific genes.  Comparison between the two clones identified frequent gene variations and mutations, which may cause inbreeding depression.",501437432,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100016/,Published,GigaDBUploadForm_Potato.xls,e0032a377dc01d2c425b7887e66ab368,2011-11-12,,1,QWxyaI12rZni0uOe,,,,
3,3,3,100036,Type 2 Diabetes gut metagenome (microbiome) data from 368 Chinese samples and updated metagenome gene catalog,"We provide data from the sequenced and analyzed gut metagenome of 368 Chinese individuals with Type 2 Diabetes (T2D) and healthy controls used in a newly developed two stage Metagenome-Wide Association Study (MWAS) aimed at identifying associations between gut microbiota and Type 2 Diabetes. The data here include the an updated metagenome gene catalog, metagenome assemblies, genetic and functional markers associated with T2D, and a novel form of marker- a Metagenomic Linkage Marker (MGL), that allows taxonomic species-level analyses without the need to identify, isolate, and culture novel bacterial species.
Bacterial DNA was extracted from faecal samples and subjected to unbiased, whole-genome shotgun (WGS) sequencing using the Illumina GAIIx and HiSeq2000. In summary, 145 samples were sequenced in stage I and 378.4 Gb of paired-end (PE) sequence data were generated; 200 samples were sequenced in stage II and 830.8 Gb of PE sequence data were generated, as well as 23 additional samples for a validation study on gut-microbiota-based T2D classification. By combining MetaHIT data and our sequence data in stage I we constructed an updated human gut microbial gene catalogue, which contained 4.3 million genes suitable for studies on Chinese individuals. In this updated gene catalogue, 21.3%, 47.1% and 60.9% of genes could be assigned to known genera, KEGG and eggNOG database respectively. Taking this gene catalogue as a reference, we identified gene, KO and OG markers, respectively, which seemed to be strongly associated with T2D in our two-stage case-control study, and 47 Metagenomic Linkage Groups (MLGs). These MLGs were further assembled into different contig sets, which could provide useful genetic, functional, and taxonomic information for the relevant bacterium.
",9663676416,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100036/,Published,GigaDBUploadForm_T2DMetagenomes.xls,681e8809b2892a0bdef054897da66d17,2012-08-30,2013-05-09,1,,,,,
4,4,4,100030,Genomic data from the Pacific oyster (<em>Crassostrea gigas</em>). ,"The Pacific oyster (<em>Crassostrea gigas</em>) belongs to one of the most species-rich but genomically poorly explored phyla, the Mollusca.  In this study, DNA was extracted from an oyster derived from four generations of full-sib mating.  Short-reads and a fosmid-pooling  strategy were used for sequencing and assembly of the oyster genome.  DNA extracted from the inbred oyster and another wild oyster was used for resequencing analysis.  Finally, RNA-seq and small RNA from different organs at different developmental stages were extracted for developmental studies.",440234147840,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100030/,Published,GigaDBUploadForm_Oyster.xls,c623c4cf771ecf1c30e9b387e3af3e61,2012-07-12,,1,,,,,
5,5,5,100039,Genomic data of the Puerto Rican Parrot (<em>Amazona vittata</em>) from a locally funded project. ,"These data represent the first assembly of a genome sequence for a critically endangered parrot (<em>Amazona vittata</em>) endemic to the United States, and also the first genome of a species from the diverse and ecologically important genus <em>Amazona</em> native to South America and the Caribbean. One sample has been selected from the non-reproductive female at Rio Abajo Breeding Facility in Puerto Rico (IACUC#201109.1), and sequenced on Illumina HiSeq platform with both fragment and paired-end sequencing approaches, resulting in a total of 42,479,499,706 bases. We predicted a total coverage depth of 26.89X of the parrot’s genome: 17.08X coverage for the short fragment reads, and 9.8X coverage for the mate pairs. The sequencing was initiated with the construction of two genome libraries: a short fragment library (~300 bp inserts) for sequencing the majority of the genome, and a long fragment library (~2.5 Kb inserts) to generate scaffolds to be used to order and assemble contigs derived from the short fragment library. The Illumina paired-end and mate-pairs reads were assembled together with Ray (<a href=""http://denovoassembler.sourceforge.net"">http://denovoassembler.sourceforge.net</a>), with the k-mer defined iteratively. In total, given that the genome size is predicted to be 1.58Gb, with the total scaffold length of 1,184, 594,388 bp, the overall coverage of the genome is around 76%, a value that might be slightly overestimated given that some of the scaffolds may be overlapping but could not be assembled. Filtering followed by assembly resulted in 259,423 contigs (N50=6,983 bp, longest = 75,003 bp), which was further combined into 148,255 scaffolds (N50 = 19,470, longest = 206,462 bp). The database contains all of the contigs, scaffolds, corresponding assembly parameters, and the annotations for the known repeats and coding sequences. The assembled scaffolds allow basic genomic annotation and comparative analyses with other available avian whole-genome sequences.",4294967296,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100039/,Published,GigaDBSubmissionForm_Parrot.xls,1586ed77abdec5b9f839be0f5d61f357,2012-09-11,2012-09-14,1,,,,,
6,6,6,100040,The genome of Darwin’s Finch (<em>Geospiza fortis</em>). ,"The Medium Ground Finch <em>Geospiza fortis</em>, is one of species of finches first collected by Charles Darwin on the Galapagos islands, and is emblematic for its involvement in the development of evolutionary theory by Darwin and for confirming the action of natural selection. Also know as a Darwin finch, we have sequenced a female individual at 115X coverage of HiSeq data, and produced a high quality draft genome assembly. The genome size of <em>Geospiza fortis</em> is at about 1.07 Gb. The scaffold N50 size of this assembly is at about 5.2Mb and contig N50 size is about 30Kb. A total of 16,286 protein coding genes were annotated. As well as being a model for the study of evolutionary biology, the availability of this genome will also be helpful for the subsequent population studies of this species. As another songbird genome, this will allow researchers to validate the findings of vocal learning gene and behavior interaction that has been carried out in the previously studied zebra finch.",312475648,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100040/,Published,GigaDBSubmissionForm_DarwinFinch.xls,7e960aac0bd1ed329aef6cbb1b957a95,2012-08-03,,1,,,,,
7,7,7,100010,Genomic sequence from an Aboriginal Australian. ,"Here we present Aboriginal Australian (<em>Homo sapiens</em>) genomic sequence obtained from a 100-year-old lock of hair donated by an Aboriginal man from southern Western Australia in the early 20th century.
The nuclear genome was sequenced to an overall depth of 6.4-fold.  It had a high degree of fragmentation, but no genotype level evidence of sample contamination by DNA from sample handlers of European descent was detected.  Over 2 million SNPs were identified after genome mapping and genotyping, approximately 6 percent of which were not previously reported.  The mitochondrial genome (mtDNA) was sequenced to an average depth of 338x and found to belong to a new subclade of haplogroup O.",216895848448,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100010/,Published,GigaDBUploadForm_Aboriginal.xls,138709e38453f665a31acaa1c080678c,2011-11-12,,1,,,,,
8,8,8,100006,Genomic data from Adelie penguin (<em>Pygoscelis adeliae</em>). ,"The Adelie penguin (<em>Pygoscelis adeliae</em>) is an iconic penguin of moderate stature and a tuxedo of black and white feathers.  The penguins are only found in the Antarctic region and surrounding islands.  Being very sensitive to climate change, and due to changes in their behavior based on minor shifts in climate, they are often used as a barometer of the Antarctic.
<br>
With its status as one of the adorable and cuddly flightless birds of Antarctica, they serve as an example for conservation, and as a result they are now categorised at low risk for endangerment.  The sequence of the penguin can be of use in understanding the genetic underpinnings of its evolutionary traits and adaptation to its extreme environment; its unique system of feathers; its prowess as a diver; and its sensitivity to climate change.  We hope that this genome data will further our understanding of one of the most remarkable creatures to waddle the planet Earth.<br> We sequenced the genome of an adult male from Inexpressible Island, Ross Sea, Antartica (provided by David Lambert) to a depth of approximately 60X with short reads from a series of libraries with various insert sizes (200bp- 20kb). 
The assembled scaffolds of high quality sequences total 1.23 Gb, with the contig and scaffold N50 values of 19 kb and 5 mb respectively. We identified 15,270 protein-coding genes with a mean length of  21.3 kb.
",39728447488,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100006/,Published,GigaDBUploadForm_AdeliePenguin.xls,0cfda5e42aad15ad34203413e0d80fb3,2011-07-06,,1,,,,,
9,8,9,100027,Genome data from the Tibetan antelope (<em>Pantholops hodgsonii</em>). ,"The Tibetan antelope (<em>Pantholops hodgsonii</em>) is a native of the high mountain steppes and semi-desert areas of the Tibetan plateau.  It is a medium sized antelope that displays both migratory and herd behavior.  Of interest, it is the only member of the genus <em>Pantholops</em>.  The Tibetan antelope are listed as an endangered species, which is due to commercial poaching for their fine underwool, competition with local domesticated herds, and commercial development of their range land.
The genome of the Tibetan antelope was sequenced using Illumina GA sequencing technology.  Genome assembly and annotation was also completed.  The data here can be used for understanding the unique adaptations this animal has for surviving in its extreme high-altitude and as a model for investigating specific genetic mechanisms and the biology of other ruminant species.",656056254464,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100027/,Published,GigaDBUploadForm_Antelope.xls,9b301200c8ef05d1f756e7531eb0aed1,2011-11-12,,1,,,,,
10,9,10,100009,The genomic sequence of the Chinese hamster ovary (CHO) K1 cell line (<em>Cricetulus griseus</em>). ,"Chinese hamster ovary (CHO) K1 cells are a cell line cultured from the ovary of the Chinese hamster (<em>Cricetulus griseus</em>).  CHO cells are often used in biological and medical studies and commercially in the production of therapeutic proteins, which contribute significantly to the $100 billion biopharmaceutical market.
BGI sequenced the CHO K1 genome genome using next-generation sequencing technology, assembling a 2.45G genome with 24,383 predicted genes.",80530636800,ftp://climb.genomics.cn/pub/10.5524/100001_101000/100009/,Published,GigaDBUploadForm_CHO-K1.xls,85f84c62ed7103d9416658f6e5e4cc39,2011-07-20,,1,,,,,
